,accuracy,elapsed_time,f1,precision,recall,roc_auc
XGBClassifier,"[0.7208292986966731, None]",1.3276445865631104,"[0.7195851893580247, (0.7798954128483746, 0.6312275400612563, 0.7476326151644436)]","[0.7190934034130876, (0.7656892323384067, 0.6485538845445951, 0.7430370933562611)]","[0.720830783532803, (0.7949860053570891, 0.61504399032915, 0.7524623549121698)]","[0.8830514403298665, None]"
