,accuracy,elapsed_time,f1,precision,recall
XGBClassifier,"[0.8272241236923685, None]",0.3583860397338867,"[0.8272025155935783, (0.826453807408374, 0.8279512237787825)]","[0.8273910871969399, (0.8304786058951306, 0.824303568498749)]","[0.8272236489846524, (0.8226396543071953, 0.8318076436621092)]"
