,accuracy,elapsed_time,f1,precision,recall
XGBClassifier,"[0.8919008264462811, None]",0.4278881549835205,"[0.8918653029741185, (0.8899457529619893, 0.8937848529862477)]","[0.8924095836356974, (0.9062220342638019, 0.8785971330075929)]","[0.8919008264462811, (0.8742699724517907, 0.9095316804407713)]"
