,accuracy,elapsed_time,f1,precision,recall
XGBClassifier,"[0.8203318745441284, None]",0.13934087753295898,"[0.820226320744257, (0.8201913914756283, 0.8202612500128856)]","[0.8210650623813841, (0.8219022484907808, 0.8202278762719872)]","[0.8203171684670192, (0.819439975484563, 0.8211943614494752)]"
