,accuracy,elapsed_time,f1,precision,recall,roc_auc
XGBClassifier,"[0.669959932475034, None]",0.8370332717895508,"[0.6685996056688193, (0.7055874391134676, 0.5656391502790762, 0.6490823673947017, 0.7540894658880319)]","[0.6698382207870766, (0.6837906015070984, 0.5691641872577778, 0.6928998275488116, 0.7334982668346186)]","[0.6699648254299115, (0.7298679867986798, 0.5632642869550113, 0.6106935035608825, 0.7760335244050722)]","[0.8917295615328458, None]"
