,accuracy,elapsed_time,f1,precision,recall,roc_auc
XGBClassifier,"[0.760430151626639, None]",1.0071806907653809,"[0.7596401057487363, (0.7747141490295867, 0.7081379592082674, 0.7960682090083547)]","[0.7607550983545328, (0.7828636200378354, 0.7222217107026996, 0.7771799643230635)]","[0.7604365699727866, (0.7681366162932082, 0.696986277575126, 0.8161868160500262)]","[0.913304845940243, None]"
